,dt,count
615,2013-09-07,11
616,2013-09-08,11
617,2013-09-09,11
618,2013-09-10,11
619,2013-09-11,11
620,2013-09-12,11
621,2013-09-13,11
622,2013-09-14,11
623,2013-09-15,11
624,2013-09-16,11
625,2013-09-17,11
626,2013-09-18,11
627,2013-09-19,11
628,2013-09-20,11
629,2013-09-21,11
630,2013-09-22,11
631,2013-09-23,11
632,2013-09-24,11
633,2013-09-25,11
634,2013-09-26,11
635,2013-09-27,11
636,2013-09-28,11
637,2013-09-29,11
638,2013-09-30,11
639,2013-10-01,11
640,2013-10-02,11
641,2013-10-03,11
642,2013-10-04,11
643,2013-10-05,11
644,2013-10-06,11
645,2013-10-07,11
646,2013-10-08,11
647,2013-10-09,11
648,2013-10-10,11
649,2013-10-11,11
650,2013-10-12,11
651,2013-10-13,11
652,2013-10-14,11
653,2013-10-15,11
654,2013-10-16,11
655,2013-10-17,11
656,2013-10-18,11
657,2013-10-19,11
658,2013-10-20,11
659,2013-10-21,11
660,2013-10-22,11
661,2013-10-23,11
662,2013-10-24,11
663,2013-10-25,11
664,2013-10-26,11
665,2013-10-27,11
666,2013-10-28,11
667,2013-10-29,11
668,2013-10-30,11
669,2013-10-31,11
670,2013-11-01,11
671,2013-11-02,11
672,2013-11-03,11
673,2013-11-04,11
674,2013-11-05,11
675,2013-11-06,11
676,2013-11-07,11
677,2013-11-08,11
678,2013-11-09,11
679,2013-11-10,11
680,2013-11-11,11
681,2013-11-12,11
682,2013-11-13,11
683,2013-11-14,11
684,2013-11-15,11
685,2013-11-16,11
686,2013-11-17,11
687,2013-11-18,11
688,2013-11-19,11
689,2013-11-20,11
690,2013-11-21,11
691,2013-11-22,11
692,2013-11-23,11
693,2013-11-24,11
694,2013-11-25,11
695,2013-11-26,11
696,2013-11-27,11
697,2013-11-28,11
698,2013-11-29,11
699,2013-11-30,11
700,2013-12-01,11
701,2013-12-02,11
702,2013-12-03,11
703,2013-12-04,11
704,2013-12-05,11
705,2013-12-06,11
706,2013-12-07,11
707,2013-12-08,11
708,2013-12-09,11
709,2013-12-10,11
710,2013-12-11,11
711,2013-12-12,11
712,2013-12-13,11
713,2013-12-14,11
714,2013-12-15,11
715,2013-12-16,11
716,2013-12-17,11
717,2013-12-18,11
718,2013-12-19,11
719,2013-12-20,11
720,2013-12-21,11
721,2013-12-22,11
722,2013-12-23,11
723,2013-12-24,11
724,2013-12-25,11
725,2013-12-26,11
726,2013-12-27,11
727,2013-12-28,11
728,2013-12-29,11
729,2013-12-30,11
730,2013-12-31,11
731,2014-01-01,11
732,2014-01-02,11
733,2014-01-03,11
734,2014-01-04,11
735,2014-01-05,11
736,2014-01-06,11
737,2014-01-07,11
738,2014-01-08,11
739,2014-01-09,11
740,2014-01-10,11
741,2014-01-11,11
742,2014-01-12,11
743,2014-01-13,11
744,2014-01-14,11
745,2014-01-15,11
746,2014-01-16,11
747,2014-01-17,11
748,2014-01-18,11
749,2014-01-19,11
750,2014-01-20,11
751,2014-01-21,11
752,2014-01-22,11
753,2014-01-23,11
754,2014-01-24,11
755,2014-01-25,11
756,2014-01-26,11
757,2014-01-27,11
758,2014-01-28,11
759,2014-01-29,11
760,2014-01-30,11
761,2014-01-31,11
762,2014-02-01,11
763,2014-02-02,11
764,2014-02-03,11
765,2014-02-04,11
766,2014-02-05,11
767,2014-02-06,11
768,2014-02-07,11
769,2014-02-08,11
770,2014-02-09,11
771,2014-02-10,11
772,2014-02-11,11
773,2014-02-12,11
774,2014-02-13,11
775,2014-02-14,11
776,2014-02-15,11
777,2014-02-16,11
778,2014-02-17,11
779,2014-02-18,11
780,2014-02-19,11
781,2014-02-20,11
782,2014-02-21,11
783,2014-02-22,11
784,2014-02-23,11
785,2014-02-24,11
786,2014-02-25,11
787,2014-02-26,11
788,2014-02-27,11
789,2014-02-28,11
790,2014-03-01,11
791,2014-03-02,11
792,2014-03-03,11
793,2014-03-04,11
794,2014-03-05,11
795,2014-03-06,11
796,2014-03-07,11
797,2014-03-08,11
798,2014-03-09,11
799,2014-03-10,11
800,2014-03-11,11
801,2014-03-12,11
802,2014-03-13,11
803,2014-03-14,11
804,2014-03-15,11
805,2014-03-16,11
806,2014-03-17,11
807,2014-03-18,11
808,2014-03-19,11
809,2014-03-20,11
810,2014-03-21,11
811,2014-03-22,11
812,2014-03-23,11
813,2014-03-24,11
814,2014-03-25,11
815,2014-03-26,11
816,2014-03-27,11
817,2014-03-28,11
818,2014-03-29,11
819,2014-03-30,11
820,2014-03-31,11
821,2014-04-01,4
822,2014-04-02,4
823,2014-04-03,4
824,2014-04-04,4
825,2014-04-05,4
826,2014-04-06,4
827,2014-04-07,4
828,2014-04-08,4
829,2014-04-09,4
830,2014-04-10,4
831,2014-04-11,4
832,2014-04-12,4
833,2014-04-13,4
834,2014-04-14,4
835,2014-04-15,4
836,2014-04-16,4
837,2014-04-17,4
838,2014-04-18,4
839,2014-04-19,4
840,2014-04-20,4
841,2014-04-21,4
842,2014-04-22,4
843,2014-04-23,4
844,2014-04-24,4
845,2014-04-25,4
846,2014-04-26,4
847,2014-04-27,4
848,2014-04-28,4
849,2014-04-29,4
850,2014-04-30,4
851,2014-05-01,5
852,2014-05-02,5
853,2014-05-03,5
854,2014-05-04,5
855,2014-05-05,5
856,2014-05-06,5
857,2014-05-07,5
858,2014-05-08,5
859,2014-05-09,5
860,2014-05-10,5
861,2014-05-11,5
862,2014-05-12,5
863,2014-05-13,5
864,2014-05-14,5
865,2014-05-15,5
866,2014-05-16,5
867,2014-05-17,5
868,2014-05-18,5
869,2014-05-19,5
870,2014-05-20,5
871,2014-05-21,5
872,2014-05-22,5
873,2014-05-23,5
874,2014-05-24,5
875,2014-05-25,5
876,2014-05-26,5
877,2014-05-27,5
878,2014-05-28,5
879,2014-05-29,5
880,2014-05-30,5
881,2014-05-31,5
882,2014-06-01,4
883,2014-06-02,4
884,2014-06-03,4
885,2014-06-04,4
886,2014-06-05,4
887,2014-06-06,4
888,2014-06-07,4
889,2014-06-08,4
890,2014-06-09,4
891,2014-06-10,4
892,2014-06-11,4
893,2014-06-12,4
894,2014-06-13,4
895,2014-06-14,4
896,2014-06-15,4
897,2014-06-16,4
898,2014-06-17,4
899,2014-06-18,4
900,2014-06-19,4
901,2014-06-20,4
902,2014-06-21,4
903,2014-06-22,4
904,2014-06-23,4
905,2014-06-24,4
906,2014-06-25,4
907,2014-06-26,4
908,2014-06-27,4
909,2014-06-28,4
910,2014-06-29,4
911,2014-06-30,4
912,2014-07-01,2
913,2014-07-02,2
914,2014-07-03,2
915,2014-07-04,2
916,2014-07-05,2
917,2014-07-06,2
918,2014-07-07,2
919,2014-07-08,2
920,2014-07-09,2
921,2014-07-10,2
922,2014-07-11,2
923,2014-07-12,2
924,2014-07-13,2
925,2014-07-14,2
926,2014-07-15,2
927,2014-07-16,2
928,2014-07-17,2
929,2014-07-18,2
930,2014-07-19,2
931,2014-07-20,2
932,2014-07-21,2
933,2014-07-22,2
934,2014-07-23,2
935,2014-07-24,2
936,2014-07-25,2
937,2014-07-26,2
938,2014-07-27,2
939,2014-07-28,2
940,2014-07-29,2
941,2014-07-30,2
942,2014-07-31,2
943,2014-08-01,2
944,2014-08-02,2
945,2014-08-03,2
946,2014-08-04,2
947,2014-08-05,2
948,2014-08-06,2
949,2014-08-07,2
950,2014-08-08,2
951,2014-08-09,2
952,2014-08-10,2
953,2014-08-11,2
954,2014-08-12,2
955,2014-08-13,2
956,2014-08-14,2
957,2014-08-15,2
958,2014-08-16,2
959,2014-08-17,2
960,2014-08-18,2
961,2014-08-19,2
962,2014-08-20,2
963,2014-08-21,2
964,2014-08-22,2
