"","city","county_name","lat","lng","zips"
"835","Kernville","Kern",35.7531,-118.4321,"93238"
"836","Herald","Sacramento",38.2913,-121.2318,"95632 95638"
"837","Solana Beach","San Diego",32.9946,-117.2575,"92075 92014"
"838","Fountain Valley","Orange",33.7105,-117.9514,"92708 92728"
"839","Valley View Park","San Bernardino",34.235,-117.3081,"92325"
"840","Wrightwood","San Bernardino",34.3495,-117.6299,"92397 92329"
"841","Esparto","Yolo",38.6934,-122.0241,"95627"
"842","Honcut","Butte",39.3326,-121.5388,"95966"
"843","Crannell","Humboldt",41.0118,-124.0848,"95570"
"844","Rancho Cordova","Sacramento",38.5739,-121.2521,"95742 95670 95827 95741"
"845","Seeley","Imperial",32.7898,-115.683,"92243 92273"
"846","South San Francisco","San Mateo",37.6537,-122.4197,"94128 94080 94083"
"847","Twin Peaks","San Bernardino",34.2389,-117.2337,"92391"
"848","Del Dios","San Diego",33.0728,-117.1192,"92029"
"849","Victor","San Joaquin",38.1385,-121.1987,"95240 95253"
"850","Lytton","Sonoma",38.6594,-122.8717,"95448"
"851","Humboldt Hill","Humboldt",40.7219,-124.1987,"95503"
"852","Wendel","Lassen",40.3482,-120.2335,"96136"
"853","Richmond","Contra Costa",37.9477,-122.339,"94801 94530 94850 94803 94804 94805 94806 94802 94807 94808"
"854","Guadalupe","Santa Barbara",34.9608,-120.5735,"93434"
"855","Willow Creek","Humboldt",40.9385,-123.6412,"95573"
"856","Tecate","San Diego",32.5773,-116.6275,"91980"
"857","Buena Vista","Amador",38.2974,-120.9179,"95640"
"858","Escalon","San Joaquin",37.7911,-120.9981,"95320"
"859","Belvedere","Marin",37.8735,-122.4662,"94920"
"860","Cotati","Sonoma",38.3278,-122.7092,"94931 94926"
"861","Barstow","San Bernardino",34.8655,-117.0464,"92311 92327"
"862","Downieville","Sierra",39.5701,-120.8213,"95936"
"863","Oro Grande","San Bernardino",34.5989,-117.3342,"92368"
"864","Mexican Colony","Kern",35.4689,-119.2687,"93263"
"865","Squirrel Mountain Valley","Kern",35.6174,-118.4045,"93240"
"866","Shelter Cove","Humboldt",40.0389,-124.0558,"95589"
"867","La Palma","Orange",33.8504,-118.0407,"90623"
"868","Ladera Ranch","Orange",33.5493,-117.6415,"92694"
"869","Hermosa Beach","Los Angeles",33.8654,-118.3966,"90254"
"870","Kennedy","San Joaquin",37.929,-121.2457,"95205 95206"
"871","Shasta Lake","Shasta",40.679,-122.3775,"96019 96003 96079 96089"
"872","Blackhawk","Contra Costa",37.816,-121.9071,"94506"
"873","Willows","Glenn",39.5147,-122.1992,"95988"
"874","California Pines","Modoc",41.4117,-120.6605,"96101"
"875","Greenfield","Monterey",36.3232,-121.245,"93927"
"876","Ocotillo","Imperial",32.7431,-116.002,"92259"
"877","Mi-Wuk Village","Tuolumne",38.057,-120.179,"95346"
"878","Byron","Contra Costa",37.8755,-121.6418,"94514 94513"
"879","Capistrano Beach","Orange",33.4625,-117.6717,"92624"
"880","Rio Oso","Sutter",38.9518,-121.531,"95674"
"881","Madera Acres","Madera",37.0123,-120.0799,"93638"
"882","Redway","Humboldt",40.1209,-123.822,"95560"
"883","Temelec","Sonoma",38.2578,-122.4982,"95476"
"884","Bluewater","San Bernardino",34.176,-114.264,"92242"
"885","Caspar","Mendocino",39.3631,-123.8044,"95460 95420"
"886","Bonita","San Diego",32.6652,-117.0296,"91902"
"887","Point Arena","Mendocino",38.9123,-123.6956,"95468"
"888","Keeler","Inyo",36.4846,-117.872,"93530 93545"
"889","Nord","Butte",39.7739,-121.9549,"95973"
"890","East Hemet","Riverside",33.7301,-116.941,"92544"
"891","Pine Mountain Club","Kern",34.8446,-119.1669,"93222"
"892","Paramount","Los Angeles",33.8976,-118.1651,"90723"
"893","Raymond","Madera",37.2172,-119.9054,"93653"
"894","Smiley Park","San Bernardino",34.1983,-117.1275,"92382"
"895","La Presa","San Diego",32.711,-117.0027,"91977"
"896","Plumas Lake","Yuba",38.9924,-121.558,"95961"
"897","Lake of the Woods","Kern",34.8226,-119.0027,"93225"
"898","Cabazon","Riverside",33.9127,-116.7828,"92230"
"899","Mendocino","Mendocino",39.311,-123.7908,"95460"
"900","Mad River","Trinity",40.432,-123.4924,"95552"
"901","Phillipsville","Humboldt",40.2116,-123.7843,"95559"
"902","Del Rey","Fresno",36.6562,-119.5993,"93616"
"903","Compton","Los Angeles",33.893,-118.2275,"90220 90221 90222 90223"
"904","Anza","Riverside",33.5679,-116.6966,"92539"
"905","Petaluma","Sonoma",38.2423,-122.6267,"94954 94952 94953"
"906","Los Olivos","Santa Barbara",34.6647,-120.118,"93441"
"907","Oak Park","Ventura",34.185,-118.7669,"91377"
"908","San Juan Bautista","San Benito",36.8457,-121.5384,"95045"
"909","Chowchilla","Madera",37.1095,-120.2349,"93610"
"910","Yorba Linda","Orange",33.889,-117.7714,"92886 92887 92885"
"911","Westlake Village","Los Angeles",34.1458,-118.8056,"91361"
"912","Mount Eden","Alameda",37.636,-122.1,"94545"
"913","Salton City","Imperial",33.2995,-115.9609,"92275 92274"
"914","Newhall","Los Angeles",34.3847,-118.5309,"91321"
"915","Dixon","Solano",38.4466,-121.825,"95620"
"916","Loma Linda","San Bernardino",34.0448,-117.2504,"92354 92324 92373 92318 92350 92357"
"917","Geyserville","Sonoma",38.7173,-122.9035,"95441"
"918","Bodfish","Kern",35.5765,-118.4764,"93205"
"919","Pinole","Contra Costa",37.9931,-122.2834,"94564"
"920","Menifee","Riverside",33.6909,-117.1849,"92587 92586 92585 92584 92564"
"921","Hamburg","Siskiyou",41.7829,-123.0603,"96050"
"922","Montecito","Santa Barbara",34.4382,-119.6286,"93108 93150"
"923","San Lorenzo","Alameda",37.6737,-122.1349,"94541 94580"
"924","Terminous","San Joaquin",38.1154,-121.4896,"95242"
"925","Carmel Valley","Monterey",36.4797,-121.7324,"93924"
"926","Oildale","Kern",35.4249,-119.0279,"93308 93388"
"927","San Joaquin","Fresno",36.6056,-120.1898,"93660"
"928","Hickman","Stanislaus",37.6264,-120.7527,"95323"
"929","Greenhorn","Plumas",39.903,-120.759,"95971"
"930","Isla Vista","Santa Barbara",34.4144,-119.8582,"93117 93107"
"931","Home Garden","Kings",36.303,-119.637,"93230"
"932","Talmage","Mendocino",39.1314,-123.1648,"95482 95481"
"933","Hopland","Mendocino",38.9691,-123.1173,"95449"
"934","Oak View","Ventura",34.399,-119.2976,"93022"
"935","Ross","Marin",37.9638,-122.5615,"94960 94904 94957"
"936","Weldon","Kern",35.6431,-118.3103,"93283 93240"
"937","Good Hope","Riverside",33.7706,-117.2772,"92570"
"938","Stonyford","Colusa",39.3703,-122.5445,"95979"
"939","Fairmead","Madera",37.0775,-120.1937,"93610"
"940","Hawthorne","Los Angeles",33.9147,-118.3476,"90250 90251 90261 90310"
"941","Mono City","Mono",38.0412,-119.1467,"93541"
"942","Carpinteria","Santa Barbara",34.3961,-119.5117,"93013 93014"
"943","Lower Lake","Lake",38.9119,-122.6085,"95457"
"944","East Sonora","Tuolumne",37.9776,-120.3409,"95370"
"945","Coleville","Mono",38.5834,-119.516,"96107"
"946","Ripon","San Joaquin",37.7415,-121.1305,"95366"
"947","Redwood City","San Mateo",37.5026,-122.2251,"94065 94062 94063 94061 94064"
"948","Del Rey Oaks","Monterey",36.5929,-121.8381,"93940"
"949","La Cañada Flintridge","Los Angeles",34.2097,-118.2002,"91011 91012"
"950","Boulder Creek","Santa Cruz",37.1341,-122.1271,"95006"
"951","Sierra Brooks","Sierra",39.6427,-120.2155,"96118"
"952","Running Springs","San Bernardino",34.2104,-117.1147,"92382"
"953","Amesti","Santa Cruz",36.958,-121.7804,"95076"
"954","Pineridge","Fresno",37.0633,-119.361,"93602"
"955","Prattville","Plumas",40.206,-121.1575,"95923"
"956","Phelan","San Bernardino",34.4398,-117.5248,"92371"
"957","Eastvale","Riverside",33.9617,-117.5803,"92880 91752"
"958","Callender","San Luis Obispo",35.048,-120.5759,"93420"
"959","Gualala","Mendocino",38.7657,-123.5281,"95445"
"960","Rancho Palos Verdes","Los Angeles",33.7554,-118.3636,"90275"
"961","Selma","Fresno",36.5743,-119.6156,"93662"
"962","Alhambra","Los Angeles",34.084,-118.1355,"91803 91801 91802 91804 91896 91899"
"963","Springville","Tulare",36.1168,-118.8345,"93265"
"964","Mount Hebron","Siskiyou",41.7855,-122.0083,"96058"
"965","Escondido","San Diego",33.1349,-117.0721,"92029 92025 92026 92027 92030 92033 92046"
"966","Alto","Marin",37.9056,-122.5186,"94941"
"967","Penn Valley","Nevada",39.1954,-121.1942,"95946"
"968","Carmel-by-the-Sea","Monterey",36.5528,-121.9222,"93923 93921"
"969","East Rancho Dominguez","Los Angeles",33.895,-118.1955,"90221"
"970","Greenbrae","Marin",37.9485,-122.5247,"94904"
"971","Aromas","San Benito",36.8771,-121.6404,"95004"
"972","Ventura","Ventura",34.2783,-119.2932,"93001"
"973","Searles Valley","San Bernardino",35.7701,-117.3967,"93562"
"974","Parkway","Sacramento",38.4994,-121.4519,"95823 94206"
"975","Daggett","San Bernardino",34.8633,-116.8881,"92327"
"976","Seacliff","Santa Cruz",36.977,-121.9176,"95003"
"977","Woodville","Tulare",36.0898,-119.205,"93274 93257"
"978","Inyokern","Kern",35.6546,-117.8213,"93527"
"979","Woodcrest","Riverside",33.879,-117.3687,"92508 92503 92504 92506"
"980","Morgan Hill","Santa Clara",37.1324,-121.641,"95037"
"981","Bermuda Dunes","Riverside",33.7434,-116.2873,"92203"
"982","Cedarpines Park","San Bernardino",34.25,-117.3259,"92322"
"983","Laguna Hills","Orange",33.592,-117.6992,"92653"
"984","Nipomo","San Luis Obispo",35.0323,-120.499,"93444"
"985","Mountain Center","Riverside",33.7112,-116.7248,"92561"
"986","Monson","Tulare",36.4928,-119.3358,"93618"
"987","Muscoy","San Bernardino",34.1548,-117.3482,"92407"
"988","Orosi","Tulare",36.5434,-119.2903,"93647"
"989","Calpella","Mendocino",39.2322,-123.197,"95482"
"990","Westport","Mendocino",39.6357,-123.7831,"95488"
"991","Markleeville","Alpine",38.684,-119.8225,"96120"
"992","Del Monte Forest","Monterey",36.5857,-121.9439,"93953"
"993","Edgewood","Siskiyou",41.4621,-122.4259,"96094"
"994","Yountville","Napa",38.3956,-122.3669,"94599"
"995","Bombay Beach","Imperial",33.3549,-115.7306,"92257"
"996","Jamacha Junction","San Diego",32.7398,-116.9434,"92019"
"997","Cudahy","Los Angeles",33.9631,-118.183,"90201"
"998","Sugarloaf Saw Mill","Tulare",35.8345,-118.6167,"93260"
"999","Allendale","Solano",38.4426,-121.9814,"95688"
"1000","La Vina","Madera",36.8798,-120.1147,"93637"
"1001","Rio Linda","Sacramento",38.6875,-121.4417,"95673"
"1002","Gorman","Los Angeles",34.7961,-118.8526,"93243"
"1003","Drytown","Amador",38.4382,-120.8565,"95699"
"1004","East Los Angeles","Los Angeles",34.0326,-118.1691,"90063 90022 90023"
"1005","Ivanhoe","Tulare",36.3886,-119.2202,"93235"
"1006","Callahan","Siskiyou",41.3096,-122.8014,"96014"
"1007","Colfax","Placer",39.0938,-120.9533,"95713"
"1008","Lennox","Los Angeles",33.938,-118.3585,"90304"
"1009","Gridley","Butte",39.3622,-121.6972,"95948"
"1010","Bass Lake","Madera",37.328,-119.5665,"93604"
"1011","Terra Linda","Marin",38.0041,-122.5497,"94903"
"1012","Johannesburg","Kern",35.3718,-117.642,"93528"
"1013","Skyforest","San Bernardino",34.2353,-117.1792,"92385"
"1014","Douglas City","Trinity",40.6636,-122.9261,"96024"
"1015","Lucas Valley","Marin",38.0274,-122.5583,"94903"
"1016","El Cerrito","Contra Costa",37.9197,-122.3025,"94530"
"1017","Dublin","Alameda",37.7161,-121.8962,"94568 94551"
"1018","Cotton Center","Tulare",36.0661,-119.1429,"93257"
"1019","Lake Hughes","Los Angeles",34.6833,-118.4589,"93532"
"1020","Paxton","Plumas",40.0334,-121.003,"95971"
"1021","Santa Clarita","Los Angeles",34.4119,-118.5036,"91351 91321 91350 91355 91354 91387 91322 91382 91385 91386"
"1022","Keene","Kern",35.233,-118.6103,"93531"
"1023","Helm","Fresno",36.5316,-120.0982,"93660"
"1024","Huron","Fresno",36.204,-120.0961,"93234"
"1025","Manteca","San Joaquin",37.7938,-121.2271,"95337 95336"
"1026","Randsburg","Kern",35.368,-117.6607,"93554"
"1027","Vineyard","Sacramento",38.4744,-121.319,"95830 95829"
"1028","Highlands","San Mateo",37.5199,-122.3439,"94402"
"1029","San Francisco","San Francisco",37.7561,-122.4429,"94130 94131 94132 94133 94134 94108 94103 94102 94105 94104 94158 94124 94123 94122 94121 94129 94110 94118 94112 94116 94117 94114 94115 94111 94109 94107 94127 94119 94120 94125 94126 94137 94139 94140 94141 94142 94143 94144 94145 94146 94147 94151 94159 94160 94161 94163 94164 94172 94177 94188"
"1030","Kilkare Woods","Alameda",37.6283,-121.9122,"94586"
"1031","Valley Ranch","Plumas",39.7403,-120.5649,"96106"
"1032","Woodside","San Mateo",37.4221,-122.259,"94062"
"1033","Saticoy","Ventura",34.2819,-119.1453,"93004"
"1034","Cambria","San Luis Obispo",35.5523,-121.0847,"93428"
"1035","Harbison Canyon","San Diego",32.8273,-116.8381,"92021 92019 91901"
"1036","Alturas","Modoc",41.4911,-120.5491,"96101"
"1037","San Quentin","Marin",37.9413,-122.485,"94964"
"1038","Rancho Murieta","Sacramento",38.5085,-121.0716,"95683"
"1039","Idlewild","Tulare",35.8096,-118.6704,"93260"
"1040","Bridgeport","Mono",38.2562,-119.2123,"93517"
"1041","Tustin","Orange",33.7309,-117.8106,"92780 92782 92606 92781"
"1042","Somis","Ventura",34.2572,-118.9962,"93066"
"1043","Alpine Village","Alpine",38.7856,-119.8009,"96120"
"1044","Fulton","Sonoma",38.4937,-122.7734,"95439"
"1045","Strathmore","Tulare",36.1438,-119.0612,"93267"
"1046","Spring Valley","San Diego",32.7316,-116.9766,"91977 91978 91979"
"1047","Rossmoor","Orange",33.7886,-118.0803,"90720"
"1048","South Oroville","Butte",39.4786,-121.5441,"95966"
"1049","Clyde","Contra Costa",38.0255,-122.028,"94520"
"1050","Shasta","Shasta",40.591,-122.4798,"96001 96087"
"1051","Santa Ana","Orange",33.7366,-117.8819,"92705 92707 92701 92703 92704 92706 92702 92712 92735 92799"
"1052","Lookout","Modoc",41.2099,-121.1544,"96054"
"1053","Blocksburg","Humboldt",40.276,-123.6364,"95514"
"1054","Robbins","Sutter",38.8672,-121.7055,"95645"
"1055","Woodfords","Alpine",38.7777,-119.8218,"96120"
"1056","Saugus","Los Angeles",34.4114,-118.5401,"91350"
"1057","Diablo","Contra Costa",37.8408,-121.9565,"94528 94506"
"1058","North Fair Oaks","San Mateo",37.4754,-122.2035,"94025 94063"
"1059","Home Gardens","Riverside",33.8782,-117.5114,"92503 92879"
"1060","Princeton","Colusa",39.4029,-122.0212,"95970"
"1061","Ballard","Santa Barbara",34.634,-120.1156,"93463"
"1062","Lakehead","Shasta",40.9007,-122.3924,"96051"
"1063","Fairfax","Marin",37.9884,-122.595,"94930 94978"
"1064","Moreno Valley","Riverside",33.9244,-117.2045,"92553 92555 92557 92551 92552 92554 92556"
"1065","Garnet","Riverside",33.9179,-116.4796,"92240 92241"
"1066","Downey","Los Angeles",33.9379,-118.1312,"90242 90240 90241 90239"
"1067","Trabuco Canyon","Orange",33.6625,-117.5903,"92678"
"1068","Healdsburg","Sonoma",38.6229,-122.8651,"95448"
"1069","Oakley","Contra Costa",37.9929,-121.6951,"94561"
"1070","Armona","Kings",36.3179,-119.7054,"93202 93230"
"1071","Viola","Shasta",40.5179,-121.6778,"96088"
"1072","San Clemente","Orange",33.4498,-117.6103,"92672 92673 92674"
"1073","Half Moon Bay","San Mateo",37.4687,-122.4383,"94019"
"1074","Ingot","Shasta",40.7277,-122.0792,"96008"
"1075","Mill Valley","Marin",37.9085,-122.5421,"94941 94942"
"1076","Hemet","Riverside",33.7352,-116.9946,"92545 92543 92546"
"1077","Le Grand","Merced",37.2288,-120.254,"95333"
"1078","Alta Loma","San Bernardino",34.1222,-117.5981,"91701"
"1079","Hanford","Kings",36.326,-119.6539,"93230"
"1080","Redwood Valley","Mendocino",39.269,-123.2023,"95470"
"1081","O'Neals","Madera",37.1283,-119.6943,"93645"
"1082","Glendale","Los Angeles",34.1818,-118.2468,"91210 91214 91046 91201 91204 91206 91208 91203 91202 91205 91207 91020 91209 91221 91222 91224 91225 91226"
"1083","Day Valley","Santa Cruz",37.0255,-121.8559,"95076 95003"
"1084","Woodbridge","San Joaquin",38.1692,-121.3113,"95258 95241"
"1085","Blue Lake","Humboldt",40.8813,-123.9931,"95525"
"1086","East Whittier","Los Angeles",33.9244,-117.9887,"90604"
"1087","Cherryland","Alameda",37.6792,-122.1038,"94541"
"1088","Los Berros","San Luis Obispo",35.0809,-120.545,"93420"
"1089","Sunol","Alameda",37.589,-121.8863,"94586"
"1090","Mission Canyon","Santa Barbara",34.4533,-119.7126,"93105"
"1091","Lanare","Fresno",36.4377,-119.9322,"93656"
"1092","Albany","Alameda",37.8898,-122.3018,"94706"
"1093","Honeydew","Humboldt",40.2443,-124.1228,"95558"
"1094","Potter Valley","Mendocino",39.319,-123.1123,"95469"
"1095","Walnut Heights","Contra Costa",37.8766,-122.0511,"94507"
"1096","Big Bar","Trinity",40.741,-123.2559,"96010"
"1097","Lockeford","San Joaquin",38.1509,-121.1554,"95240 95237"
"1098","West Sacramento","Yolo",38.5556,-121.5504,"95605 95691 95798 95799 95899"
"1099","Patton Village","Lassen",40.1401,-120.1778,"96113"
"1100","Loma Rica","Yuba",39.3204,-121.4038,"95901"
"1101","Camanche Village","Amador",38.2662,-120.9866,"95640"
"1102","Rancho Tehama Reserve","Tehama",40.001,-122.4418,"96021"
"1103","Mesa Grande","San Diego",33.1803,-116.7692,"92070"
"1104","Yankee Hill","Butte",39.7007,-121.5147,"95965"
"1105","Monte Rio","Sonoma",38.4684,-123.0147,"95462 95486"
"1106","Live Oak","Sutter",39.2788,-121.6624,"95953"
"1107","South Lake","Kern",35.6369,-118.367,"93240"
"1108","Berkeley","Alameda",37.8723,-122.276,"94708 94707 94705 94704 94703 94702 94709 94710 94720 94701 94712"
"1109","Marina","Monterey",36.6812,-121.7894,"93933"
"1110","Lake of the Pines","Nevada",39.0378,-121.0642,"95602"
"1111","Los Altos Hills","Santa Clara",37.3672,-122.1391,"94022 94024"
"1112","Little River","Mendocino",39.2703,-123.7817,"95456 95460"
"1113","Chualar","Monterey",36.5711,-121.5103,"93925"
"1114","Artois","Glenn",39.6332,-122.1898,"95963 95988"
"1115","Bonsall","San Diego",33.2761,-117.1942,"92003 92084"
"1116","Emerald Lake Hills","San Mateo",37.4662,-122.2674,"94062"
"1117","Sisquoc","Santa Barbara",34.8621,-120.2943,"93454"
"1118","Almanor","Plumas",40.2146,-121.1762,"95923"
"1119","Alta","Placer",39.2138,-120.8033,"95701"
"1120","Dillon Beach","Marin",38.2436,-122.956,"94929 94971"
"1121","Alderpoint","Humboldt",40.1614,-123.6157,"95511"
"1122","Balance Rock","Tulare",35.8061,-118.652,"93260"
"1123","Samoa","Humboldt",40.8146,-124.1893,"95564"
"1124","Salida","Stanislaus",37.7154,-121.0866,"95368 95358 95356"
"1125","Bradley","Monterey",35.8628,-120.8041,"93426"
"1126","San Luis Obispo","San Luis Obispo",35.2671,-120.6689,"93401 93405 93403 93406"
"1127","Stevinson","Merced",37.3247,-120.8497,"95374"
"1128","Pearsonville","Inyo",35.8188,-117.8755,"93527"
"1129","El Dorado Hills","El Dorado",38.6723,-121.047,"95682 95672 95762"
"1130","Warner Springs","San Diego",33.2823,-116.6336,"92086"
"1131","Napa","Napa",38.2982,-122.3011,"94558 94559 94581"
"1132","Baldwin Park","Los Angeles",34.0829,-117.972,"91706"
"1133","Forest Ranch","Butte",39.8952,-121.6705,"95942"
"1134","Bethel Island","Contra Costa",38.0289,-121.6405,"94511"
"1135","Citrus","Los Angeles",34.1161,-117.889,"91722 91702"
"1136","Fernbrook","San Diego",32.9681,-116.9117,"92065"
"1137","Tuttle","Merced",37.2965,-120.3789,"95340 95341"
"1138","Castella","Shasta",41.1385,-122.3178,"96017"
"1139","Winters","Yolo",38.532,-121.9781,"95694"
"1140","Benton","Mono",37.8189,-118.4844,"93512 93514"
"1141","Birds Landing","Solano",38.1327,-121.8708,"94512"
"1142","Mentone","San Bernardino",34.0607,-117.1113,"92359 92374"
"1143","Los Nietos","Los Angeles",33.9683,-118.0706,"90606"
"1144","Las Cruces","Santa Barbara",34.508,-120.229,"93117"
"1145","Davis","Yolo",38.5552,-121.7365,"95618 95616 95617"
"1146","Westwood","Lassen",40.3049,-121.0045,"96137"
"1147","Alondra Park","Los Angeles",33.8885,-118.335,"90249 90260 90506"
"1148","Glenn","Glenn",39.5218,-122.0139,"95943"
"1149","La Habra","Orange",33.9278,-117.9513,"90631 90632 90633"
"1150","Lafayette","Contra Costa",37.8919,-122.1188,"94549"
"1151","Taft Heights","Kern",35.1337,-119.4711,"93268"
"1152","Rancho Cucamonga","San Bernardino",34.1246,-117.5662,"91737 91701 91730 91739 91729"
"1153","Elk","Mendocino",39.1302,-123.7178,"95432"
"1154","Mission Hills","Santa Barbara",34.6861,-120.4406,"93436"
"1155","Lake Los Angeles","Los Angeles",34.6097,-117.8339,"93535 93591"
"1156","Indian Wells","Riverside",33.7036,-116.3396,"92210"
"1157","San Simeon","San Luis Obispo",35.6183,-121.1374,"93452"
"1158","San Augustine","Santa Barbara",34.4594,-120.3582,"93117"
"1159","Ruth","Trinity",40.2943,-123.3483,"95552"
"1160","Shively","Humboldt",40.4307,-123.9698,"95565"
"1161","Riverview Farms","San Diego",32.845,-116.932,"92040"
"1162","Corralitos","Santa Cruz",36.9941,-121.7892,"95076"
"1163","Raisin City","Fresno",36.6033,-119.9092,"93652 93706"
"1164","Castro Valley","Alameda",37.7095,-122.0634,"94546 94552 94578"
"1165","Newport Beach","Orange",33.6151,-117.8669,"92662 92663 92660 92661 92625 92657 92658 92659"
"1166","Gasquet","Del Norte",41.8429,-123.9733,"95543"
"1167","Flournoy","Tehama",39.9284,-122.4461,"96021 96029"
"1168","Hidden Valley Lake","Lake",38.8004,-122.5505,"95461 95467"
"1169","Hilmar","Merced",37.4085,-120.8502,"95324"
"1170","Franklin","Sacramento",38.3675,-121.4616,"95757"
"1171","Bayview","Humboldt",40.7653,-124.1786,"95503"
"1172","Grenada","Siskiyou",41.6406,-122.526,"96038"
"1173","Lewiston","Trinity",40.6969,-122.8225,"96052"
"1174","Cherry Valley","Riverside",33.9797,-116.9694,"92223"
"1175","Bell","Los Angeles",33.9801,-118.1798,"90201 90096"
"1176","Niland","Imperial",33.2387,-115.5146,"92257"
"1177","Goleta","Santa Barbara",34.436,-119.8597,"93117 93118"
"1178","Lakeside","San Diego",32.856,-116.9039,"92021 92040"
"1179","Tahoma","Placer",39.0633,-120.1438,"96142 96141"
"1180","Florence","Los Angeles",33.9745,-118.2481,"90001"
"1181","Cressey","Merced",37.421,-120.6557,"95312 95388"
"1182","Fort Bidwell","Modoc",41.863,-120.1589,"96112"
"1183","Grover Beach","San Luis Obispo",35.1205,-120.6199,"93433 93483"
"1184","Willits","Mendocino",39.405,-123.3494,"95490"
"1185","Linda","Yuba",39.1241,-121.5421,"95961 95901"
"1186","Pebble Beach","Monterey",36.5663,-121.9466,"93953"
"1187","Culver City","Los Angeles",34.0058,-118.3968,"90232 90230 90060 90231 90233"
"1188","Arrowhead Highlands","San Bernardino",34.23,-117.2628,"92325"
"1189","Ramona","San Diego",33.0474,-116.8767,"92065"
"1190","Citrus Heights","Sacramento",38.6948,-121.288,"95621 95610 95611"
"1191","Alpaugh","Tulare",35.8876,-119.4873,"93201"
"1192","Berry Creek","Butte",39.6314,-121.4052,"95916"
"1193","Bowles","Fresno",36.6089,-119.7526,"93725"
"1194","Brookdale","Santa Cruz",37.1058,-122.1106,"95007 95006 95005"
"1195","Stanford","Santa Clara",37.4252,-122.1674,"94305 94309"
"1196","Pismo Beach","San Luis Obispo",35.1492,-120.6506,"93449 93448"
"1197","Riverdale","Fresno",36.4304,-119.867,"93656"
"1198","Edmundson Acres","Kern",35.2273,-118.8233,"93203"
"1199","Taft","Kern",35.1267,-119.4242,"93252 93268"
"1200","Covina","Los Angeles",34.0903,-117.8817,"91724 91722 91723"
"1201","Edna","San Luis Obispo",35.2108,-120.606,"93401"
"1202","Lakeland Village","Riverside",33.6481,-117.3715,"92530"
"1203","Oakland","Alameda",37.7903,-122.2165,"94621 94705 94704 94611 94610 94613 94619 94612 94618 94606 94607 94602 94603 94601 94608 94605 94609 94604 94614 94615 94617 94620 94623 94624 94649 94659 94660 94661 94666"
"1204","Point Reyes Station","Marin",38.0847,-122.8093,"94956"
"1205","West Hollywood","Los Angeles",34.0883,-118.3718,"90069 90046 90048"
"1206","Forest Knolls","Marin",38.0152,-122.6886,"94933"
"1207","Marin City","Marin",37.871,-122.5137,"94965"
"1208","Monte Sereno","Santa Clara",37.2405,-121.9881,"95030"
"1209","Lake City","Modoc",41.646,-120.2255,"96115"
"1210","Caruthers","Fresno",36.5399,-119.845,"93609"
"1211","Coloma","El Dorado",38.8026,-120.8946,"95667 95633 95651"
"1212","Lebec","Kern",34.8449,-118.8992,"93243"
"1213","South San Jose Hills","Los Angeles",34.0123,-117.9041,"91744 91792"
"1214","View Park","Los Angeles",33.9989,-118.3426,"90043"
"1215","Albion","Mendocino",39.2256,-123.7564,"95410"
"1216","Bodega","Sonoma",38.3488,-122.9712,"94922"
"1217","Bryn Mawr","San Bernardino",34.0483,-117.2309,"92354"
"1218","Crafton","San Bernardino",34.0631,-117.1217,"92359"
"1219","Capitola","Santa Cruz",36.9772,-121.9539,"95010"
"1220","South Taft","Kern",35.1293,-119.4575,"93268"
"1221","Topaz","Mono",38.6587,-119.5274,"96133"
"1222","Lake Nacimiento","San Luis Obispo",35.7309,-120.8702,"93446"
"1223","Chico","Butte",39.7568,-121.816,"95973 95926 95928 95927 95929 95976"
"1224","Brisbane","San Mateo",37.6898,-122.4019,"94005"
"1225","Myrtletown","Humboldt",40.7888,-124.1286,"95503 95501"
"1226","Lakeview","Riverside",33.8285,-117.1233,"92567"
"1227","Cantua Creek","Fresno",36.5001,-120.3164,"93608"
"1228","Biggs","Butte",39.4133,-121.7102,"95917"
"1229","Diamond Bar","Los Angeles",33.9992,-117.8161,"91789 91765"
"1230","Casitas Springs","Ventura",34.3714,-119.3065,"93001"
"1231","Winchester","Riverside",33.7146,-117.0769,"92545 92596"
"1232","Garden Grove","Orange",33.7787,-117.9601,"92844 92843 92840 92841 92845 92842 92846"
"1233","Bellflower","Los Angeles",33.888,-118.1271,"90706 90707"
"1234","Toro Canyon","Santa Barbara",34.4235,-119.5568,"93013 93108"
"1235","White Pines","Calaveras",38.266,-120.3408,"95223"
"1236","San Mateo","San Mateo",37.5522,-122.3122,"94404 94401 94402 94403 94497"
"1237","Dobbins","Yuba",39.3657,-121.2127,"95962 95935"
"1238","Mountain House","San Joaquin",37.774,-121.5452,"95391"
"1239","Oceanside","San Diego",33.2247,-117.3083,"92058 92054 92057 92056 92049 92051 92052 92068"
"1240","Clear Creek","Siskiyou",41.7093,-123.4503,"96039"
"1241","San Diego","San Diego",32.8312,-117.1225,"92109 92108 92106 92103 92111 92117 92154 92140 92107 92105 92104 92102 92071 92132 92130 92131 92134 92139 92025 92027 92147 92145 92014 92119 92110 92121 92120 92123 92122 92124 92127 92126 92129 92128 92101 92037 92173 92113 92114 92115 92116 92038 92039 92072 92092 92093 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92161 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92179 92182 92186 92187 92190 92191 92192 92193 92195 92196 92197 92198 92199"
