COUNTY,CITY,ZIPCODE,VIOLATION_TYPE_NAME,ANALYTE_NAME,VIOL_BEGIN_DATE,VIOL_END_DATE
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/14,2/28/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/14,2/28/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,2/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,2/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/14,3/31/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/14,3/31/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,3/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,3/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/14,4/30/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/14,4/30/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,4/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,4/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/14,5/31/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/14,5/31/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,5/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,5/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/14,6/30/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/14,6/30/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,6/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,6/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/14,7/31/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/14,7/31/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,7/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,7/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,8/1/14,8/31/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,8/1/14,8/31/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,8/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,8/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,9/1/14,9/30/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,9/1/14,9/30/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,9/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,9/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,10/1/14,10/31/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,10/1/14,10/31/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,10/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,10/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,12/1/14,12/31/14
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,12/1/14,12/31/14
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,12/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,12/1/14,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/15,1/31/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/15,1/31/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,1/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,1/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/15,2/28/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/15,2/28/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,2/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,2/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/15,3/31/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/15,3/31/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,3/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,3/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/15,4/30/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/15,4/30/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,4/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,4/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/15,5/31/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/15,5/31/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,5/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,5/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/15,7/31/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/15,7/31/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,7/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,7/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,8/1/15,8/31/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,8/1/15,8/31/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,8/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,8/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,9/1/15,9/30/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,9/1/15,9/30/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,9/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,9/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,10/1/15,10/31/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,10/1/15,10/31/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,10/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,10/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,11/1/15,11/30/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,11/1/15,11/30/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,11/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,11/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,12/1/15,12/31/15
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,12/1/15,12/31/15
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,12/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,12/1/15,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/16,1/31/16
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/16,1/31/16
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,1/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,1/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/16,2/29/16
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/16,2/29/16
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,2/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,2/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/16,3/31/16
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/16,3/31/16
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,3/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,3/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/16,4/30/16
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/16,4/30/16
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,4/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,4/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/16,5/31/16
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/16,5/31/16
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,5/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,5/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,6/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,6/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/16,6/30/16
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/16,6/30/16
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,11/1/16,11/30/16
SANTA CRUZ,LOS GATOS,95033,RES DISINFECT CONCENTRATION (SWTR),SWTR,11/1/16,11/30/16
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,11/1/16,2/7/18
SANTA CRUZ,LOS GATOS,95033,FAILURE TO FILTER (SWTR),SWTR,11/1/16,2/7/18
SANTA CRUZ,FELTON,95018,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
SANTA CRUZ,FELTON,95018,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
SANTA CRUZ,FELTON,95018,FAILURE TO FILTER (SWTR),SWTR,7/4/15,1/12/18
SANTA CRUZ,FELTON,95018,FAILURE TO FILTER (SWTR),SWTR,7/4/15,1/12/18
SHASTA,KESWICK,96001,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),1/1/17,3/31/17
SHASTA,KESWICK,96001,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),1/1/17,3/31/17
SHASTA,CASTELLA,96017,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,4/1/17,4/30/17
SHASTA,CASTELLA,96017,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,4/1/17,4/30/17
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/12,1/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/12,1/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/12,1/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/12,2/29/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/12,2/29/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/12,2/29/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/12,3/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/12,3/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/12,3/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/12,4/30/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/12,4/30/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/12,4/30/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/12,5/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/12,5/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/12,5/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/12,6/30/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/12,6/30/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/12,6/30/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/12,7/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/12,7/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/12,7/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,8/1/12,8/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,10/1/12,10/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,10/1/12,10/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,10/1/12,10/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,11/1/12,11/30/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,11/1/12,11/30/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,11/1/12,11/30/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,12/1/12,12/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,12/1/12,12/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,12/1/12,12/31/12
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/13,1/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/13,1/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/13,1/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/13,2/28/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/13,2/28/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/13,2/28/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/13,3/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/13,3/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,3/1/13,3/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/13,4/30/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/13,4/30/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,4/1/13,4/30/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/13,5/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/13,5/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,5/1/13,5/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/13,6/30/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/13,6/30/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,6/1/13,6/30/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/13,7/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/13,7/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,7/1/13,7/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,8/1/13,8/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,8/1/13,8/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,8/1/13,8/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,9/1/13,9/30/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,9/1/13,9/30/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,10/1/13,10/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,10/1/13,10/31/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,11/1/13,11/30/13
SHASTA,OLD STATION,96071,RES DISINFECT CONCENTRATION (SWTR),SWTR,11/1/13,11/30/13
SHASTA,OLD STATION,96071,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,3/1/16,3/31/16
SHASTA,OLD STATION,96071,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,3/1/16,3/31/16
SHASTA,OLD STATION,96071,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,5/1/16,5/31/16
SHASTA,OLD STATION,96071,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,5/1/16,5/31/16
SHASTA,FRENCH GULCH,96033,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),10/1/15,12/31/15
SHASTA,FRENCH GULCH,96033,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),10/1/15,12/31/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/16,9/30/16
SIERRA,CALPINE,96124,"MCL,  AVERAGE",ARSENIC,7/1/16,9/30/16
SISKIYOU,MONTAGUE,96064,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,7/1/14,7/31/14
SISKIYOU,MONTAGUE,96064,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,7/1/14,7/31/14
SISKIYOU,MONTAGUE,96064,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,9/1/14,9/30/14
SISKIYOU,MONTAGUE,96064,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,9/1/14,9/30/14
SOLANO,TRAVIS AFB,94535,"MCL, LRAA",TTHM,7/1/15,9/30/15
SOLANO,TRAVIS AFB,94535,"MCL, LRAA",TTHM,7/1/15,9/30/15
SOLANO,VACAVILLE,95696,"MCL, LRAA",TTHM,7/1/17,9/30/17
SOLANO,VACAVILLE,95696,"MCL, LRAA",TTHM,7/1/17,9/30/17
SONOMA,FREESTONE,95472,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),1/1/13,3/31/13
SONOMA,FREESTONE,95472,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),1/1/13,3/31/13
SONOMA,FREESTONE,95472,"MCL,  AVERAGE",TTHM,1/1/13,3/31/13
SONOMA,FREESTONE,95472,"MCL,  AVERAGE",TTHM,1/1/13,3/31/13
SONOMA,FREESTONE,95472,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),4/1/13,6/30/13
SONOMA,FREESTONE,95472,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),4/1/13,6/30/13
SONOMA,FREESTONE,95472,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
SONOMA,FREESTONE,95472,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
