,ï»¿COUNTY,CITY,ZIPCODE,VIOLATION_TYPE_NAME,ANALYTE_NAME,VIOL_BEGIN_DATE,VIOL_END_DATE
3060,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3061,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3062,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3063,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3064,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3065,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3066,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3067,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3068,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3069,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3070,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3071,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3072,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3073,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3074,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3075,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3076,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3077,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3078,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3079,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3080,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3081,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3082,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3083,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3084,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3085,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3086,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3087,STANISLAUS,MODESTO,95358,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3088,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3089,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3090,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3091,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3092,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3093,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3094,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3095,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3096,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3097,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3098,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3099,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3100,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3101,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3102,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3103,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3104,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3105,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3106,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3107,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3108,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3109,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3110,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3111,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3112,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3113,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3114,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3115,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3116,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
3117,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
3118,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3119,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3120,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
3121,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
3122,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
3123,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
3124,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/16,9/30/16
3125,STANISLAUS,DENAIR,95316,"MCL,  AVERAGE",ARSENIC,7/1/16,9/30/16
3126,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3127,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3128,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3129,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3130,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3131,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3134,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3135,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3138,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3139,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3140,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3141,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3146,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3147,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3150,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3151,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3152,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3153,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3156,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3157,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3160,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3161,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3164,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3165,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3166,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3167,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3170,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3171,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3176,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3177,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3180,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
3181,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
3182,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
3183,STANISLAUS,CERES,95307,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
3210,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3211,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3212,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3213,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3214,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3215,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3216,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3217,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3218,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3219,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3220,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3221,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3222,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3223,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3224,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3225,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3226,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3227,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3228,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3229,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3230,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3231,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3232,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3233,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3234,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3235,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3236,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3237,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3238,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
3239,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
3240,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3241,SUTTER,ROBBINS,95676,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3242,SUTTER,MERIDIAN,95957,"MCL, SINGLE SAMPLE",ARSENIC,7/1/13,9/30/13
3243,SUTTER,MERIDIAN,95957,"MCL, SINGLE SAMPLE",ARSENIC,7/1/13,9/30/13
3244,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3245,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3246,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3247,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3248,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3249,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3250,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3251,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3252,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3253,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3254,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
3255,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
3256,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3257,SUTTER,MERIDIAN,95957,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3258,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3259,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3260,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3261,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3262,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3263,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3264,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3265,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3266,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3267,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3268,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3269,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3270,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3271,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3272,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3273,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3274,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3275,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3276,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3277,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3278,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3279,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3280,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3281,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3282,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3283,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3284,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
3285,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
3286,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3287,SUTTER,YUBA CITY,95991,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
3288,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3289,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3290,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3291,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3292,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3293,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3294,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3295,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3296,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3297,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3298,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3299,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3300,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3301,SUTTER,LIVE OAK,95953,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3324,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3325,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3326,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3327,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3328,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3329,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3330,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3331,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3332,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3333,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3334,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3335,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3336,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3337,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3338,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3339,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3340,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3341,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3342,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3343,SUTTER,YUBA CITY,95993,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3344,SUTTER,YUBA CITY,95992,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3345,SUTTER,YUBA CITY,95992,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3346,SUTTER,YUBA CITY,95992,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3347,SUTTER,YUBA CITY,95992,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3396,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3397,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3398,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3399,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3400,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3401,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3402,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3403,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
3404,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3405,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
3406,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3407,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3408,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3409,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3410,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3411,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3412,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3413,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3414,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3415,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
3416,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3417,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
3418,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3419,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
3420,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3421,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
3422,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3423,TRINITY,LEWISTON,96052,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
3444,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3445,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3446,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
3447,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3448,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3449,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
3450,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3451,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3452,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
3453,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3454,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3455,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
3456,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3457,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3458,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
3459,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3460,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3461,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
3462,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,4/1/17,6/30/17
3463,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,4/1/17,6/30/17
3464,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,10/1/17,12/31/17
3465,TULARE,ALLENSWORTH,93219,"MCL,  AVERAGE",ARSENIC,10/1/17,12/31/17
3472,TULARE,TULARE,93274,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3473,TULARE,TULARE,93274,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
3474,TULARE,TULARE,93274,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
